Wavelength	Intensity
8.364613880743E+2	1.076000000000E+3
8.366568914956E+2	1.063000000000E+3
8.368523949169E+2	1.053000000000E+3
8.370478983382E+2	1.040000000000E+3
8.372434017595E+2	1.024000000000E+3
8.374389051808E+2	1.018000000000E+3
8.376344086022E+2	1.006000000000E+3
8.378299120235E+2	9.910000000000E+2
8.380254154448E+2	9.840000000000E+2
8.382209188661E+2	9.680000000000E+2
8.384164222874E+2	9.660000000000E+2
8.386119257087E+2	9.480000000000E+2
8.388074291300E+2	9.320000000000E+2
8.390029325513E+2	9.280000000000E+2
8.391984359726E+2	9.160000000000E+2
8.393939393939E+2	9.080000000000E+2
8.395894428152E+2	8.970000000000E+2
8.397849462366E+2	8.880000000000E+2
8.399804496579E+2	8.820000000000E+2
8.401759530792E+2	8.670000000000E+2
8.403714565005E+2	8.600000000000E+2
8.405669599218E+2	8.450000000000E+2
8.407624633431E+2	8.400000000000E+2
8.409579667644E+2	8.290000000000E+2
8.411534701857E+2	8.250000000000E+2
8.413489736070E+2	8.120000000000E+2
8.415444770283E+2	8.010000000000E+2
8.417399804497E+2	7.950000000000E+2
8.419354838710E+2	7.870000000000E+2
8.421309872923E+2	7.760000000000E+2
8.423264907136E+2	7.690000000000E+2
8.425219941349E+2	7.550000000000E+2
8.427174975562E+2	7.500000000000E+2
8.429130009775E+2	7.400000000000E+2
8.431085043988E+2	7.280000000000E+2
8.433040078201E+2	7.240000000000E+2
8.434995112414E+2	7.140000000000E+2
8.436950146628E+2	7.080000000000E+2
8.438905180841E+2	7.010000000000E+2
8.440860215054E+2	6.920000000000E+2
8.442815249267E+2	6.860000000000E+2
8.444770283480E+2	6.740000000000E+2
8.446725317693E+2	6.740000000000E+2
8.448680351906E+2	6.580000000000E+2
8.450635386119E+2	6.560000000000E+2
8.452590420332E+2	6.450000000000E+2
8.454545454545E+2	6.370000000000E+2
8.456500488759E+2	6.330000000000E+2
8.458455522972E+2	6.210000000000E+2
8.460410557185E+2	6.160000000000E+2
8.462365591398E+2	6.070000000000E+2
8.464320625611E+2	5.970000000000E+2
8.466275659824E+2	5.950000000000E+2
8.468230694037E+2	5.850000000000E+2
8.470185728250E+2	5.800000000000E+2
8.472140762463E+2	5.710000000000E+2
8.474095796676E+2	5.630000000000E+2
8.476050830890E+2	5.560000000000E+2
8.478005865103E+2	5.520000000000E+2
8.479960899316E+2	5.470000000000E+2
8.481915933529E+2	5.320000000000E+2
8.483870967742E+2	5.270000000000E+2
8.485826001955E+2	5.200000000000E+2
8.487781036168E+2	5.150000000000E+2
8.489736070381E+2	5.110000000000E+2
8.491691104594E+2	5.020000000000E+2
8.493646138807E+2	5.000000000000E+2
8.495601173021E+2	4.910000000000E+2
8.497556207234E+2	4.900000000000E+2
8.499511241447E+2	4.790000000000E+2
8.501466275660E+2	4.720000000000E+2
8.503421309873E+2	4.650000000000E+2
8.505376344086E+2	4.600000000000E+2
8.507331378299E+2	4.560000000000E+2
8.509286412512E+2	4.520000000000E+2
8.511241446725E+2	4.340000000000E+2
8.513196480938E+2	4.300000000000E+2
8.515151515152E+2	4.250000000000E+2
8.517106549365E+2	4.170000000000E+2
8.519061583578E+2	4.120000000000E+2
8.521016617791E+2	4.110000000000E+2
8.522971652004E+2	3.960000000000E+2
8.524926686217E+2	3.950000000000E+2
8.526881720430E+2	3.840000000000E+2
8.528836754643E+2	3.790000000000E+2
8.530791788856E+2	3.730000000000E+2
8.532746823069E+2	3.650000000000E+2
8.534701857283E+2	3.580000000000E+2
8.536656891496E+2	3.510000000000E+2
8.538611925709E+2	3.440000000000E+2
8.540566959922E+2	3.370000000000E+2
8.542521994135E+2	3.280000000000E+2
8.544477028348E+2	3.210000000000E+2
8.546432062561E+2	3.120000000000E+2
8.548387096774E+2	3.070000000000E+2
8.550342130987E+2	2.930000000000E+2
8.552297165200E+2	2.860000000000E+2
8.554252199413E+2	2.750000000000E+2
8.556207233627E+2	2.630000000000E+2
8.558162267840E+2	2.550000000000E+2
8.560117302053E+2	2.460000000000E+2
8.562072336266E+2	2.380000000000E+2
8.564027370479E+2	2.280000000000E+2
8.565982404692E+2	2.140000000000E+2
8.567937438905E+2	1.950000000000E+2
8.569892473118E+2	1.870000000000E+2
8.571847507331E+2	1.760000000000E+2
8.573802541544E+2	1.640000000000E+2
8.575757575758E+2	1.460000000000E+2
8.577712609971E+2	1.320000000000E+2
8.579667644184E+2	1.260000000000E+2
8.581622678397E+2	1.120000000000E+2
8.583577712610E+2	1.020000000000E+2
8.585532746823E+2	9.500000000000E+1
8.587487781036E+2	8.200000000000E+1
8.589442815249E+2	7.600000000000E+1
8.591397849462E+2	6.800000000000E+1
8.593352883675E+2	6.500000000000E+1
8.595307917889E+2	6.000000000000E+1
8.597262952102E+2	5.700000000000E+1
8.599217986315E+2	6.000000000000E+1
8.601173020528E+2	6.600000000000E+1
8.603128054741E+2	6.600000000000E+1
8.605083088954E+2	7.000000000000E+1
8.607038123167E+2	7.200000000000E+1
8.608993157380E+2	7.200000000000E+1
8.610948191593E+2	8.400000000000E+1
8.612903225806E+2	8.100000000000E+1
8.614858260020E+2	9.000000000000E+1
8.616813294233E+2	9.000000000000E+1
8.618768328446E+2	9.600000000000E+1
8.620723362659E+2	1.000000000000E+2
8.622678396872E+2	1.040000000000E+2
8.624633431085E+2	1.050000000000E+2
8.626588465298E+2	1.090000000000E+2
8.628543499511E+2	1.100000000000E+2
8.630498533724E+2	1.140000000000E+2
8.632453567937E+2	1.140000000000E+2
8.634408602151E+2	1.120000000000E+2
8.636363636364E+2	1.160000000000E+2
8.638318670577E+2	1.110000000000E+2
8.640273704790E+2	1.120000000000E+2
8.642228739003E+2	1.160000000000E+2
8.644183773216E+2	1.120000000000E+2
8.646138807429E+2	1.170000000000E+2
8.648093841642E+2	1.170000000000E+2
8.650048875855E+2	1.200000000000E+2
8.652003910068E+2	1.200000000000E+2
8.653958944282E+2	1.150000000000E+2
8.655913978495E+2	1.130000000000E+2
8.657869012708E+2	1.170000000000E+2
8.659824046921E+2	1.140000000000E+2
8.661779081134E+2	1.140000000000E+2
8.663734115347E+2	1.120000000000E+2
8.665689149560E+2	1.150000000000E+2
8.667644183773E+2	1.130000000000E+2
8.669599217986E+2	1.120000000000E+2
8.671554252199E+2	1.100000000000E+2
8.673509286413E+2	1.090000000000E+2
8.675464320626E+2	1.100000000000E+2
8.677419354839E+2	1.100000000000E+2
8.679374389052E+2	1.070000000000E+2
8.681329423265E+2	1.060000000000E+2
8.683284457478E+2	1.040000000000E+2
8.685239491691E+2	1.050000000000E+2
8.687194525904E+2	1.040000000000E+2
8.689149560117E+2	9.700000000000E+1
8.691104594330E+2	9.600000000000E+1
8.693059628543E+2	9.800000000000E+1
8.695014662757E+2	9.700000000000E+1
8.696969696970E+2	9.600000000000E+1
8.698924731183E+2	9.200000000000E+1
8.700879765396E+2	8.900000000000E+1
8.702834799609E+2	9.100000000000E+1
8.704789833822E+2	9.700000000000E+1
8.706744868035E+2	9.100000000000E+1
8.708699902248E+2	9.000000000000E+1
8.710654936461E+2	8.600000000000E+1
8.712609970674E+2	8.600000000000E+1
8.714565004888E+2	8.600000000000E+1
8.716520039101E+2	8.400000000000E+1
8.718475073314E+2	8.300000000000E+1
8.720430107527E+2	8.000000000000E+1
8.722385141740E+2	7.800000000000E+1
8.724340175953E+2	8.000000000000E+1
8.726295210166E+2	7.700000000000E+1
8.728250244379E+2	7.600000000000E+1
8.730205278592E+2	7.600000000000E+1
8.732160312805E+2	7.400000000000E+1
8.734115347019E+2	7.400000000000E+1
8.736070381232E+2	7.600000000000E+1
8.738025415445E+2	7.300000000000E+1
8.739980449658E+2	7.000000000000E+1
8.741935483871E+2	6.900000000000E+1
8.743890518084E+2	6.400000000000E+1
8.745845552297E+2	6.800000000000E+1
8.747800586510E+2	6.400000000000E+1
8.749755620723E+2	6.400000000000E+1
8.751710654936E+2	6.400000000000E+1
8.753665689150E+2	6.000000000000E+1
8.755620723363E+2	6.000000000000E+1
8.757575757576E+2	5.900000000000E+1
8.759530791789E+2	5.700000000000E+1
8.761485826002E+2	5.800000000000E+1
8.763440860215E+2	5.100000000000E+1
8.765395894428E+2	5.400000000000E+1
8.767350928641E+2	5.000000000000E+1
8.769305962854E+2	4.900000000000E+1
8.771260997067E+2	4.700000000000E+1
8.773216031281E+2	4.500000000000E+1
8.775171065494E+2	4.300000000000E+1
8.777126099707E+2	4.300000000000E+1
8.779081133920E+2	4.300000000000E+1
8.781036168133E+2	4.000000000000E+1
8.782991202346E+2	3.900000000000E+1
8.784946236559E+2	3.700000000000E+1
8.786901270772E+2	3.600000000000E+1
8.788856304985E+2	3.900000000000E+1
8.790811339198E+2	3.700000000000E+1
8.792766373412E+2	3.100000000000E+1
8.794721407625E+2	3.800000000000E+1
8.796676441838E+2	3.300000000000E+1
8.798631476051E+2	3.100000000000E+1
8.800586510264E+2	3.500000000000E+1
8.802541544477E+2	2.900000000000E+1
8.804496578690E+2	3.000000000000E+1
8.806451612903E+2	3.400000000000E+1
8.808406647116E+2	3.500000000000E+1
8.810361681329E+2	3.000000000000E+1
8.812316715543E+2	3.000000000000E+1
8.814271749756E+2	2.900000000000E+1
8.816226783969E+2	2.700000000000E+1
8.818181818182E+2	3.000000000000E+1
8.820136852395E+2	3.100000000000E+1
8.822091886608E+2	2.500000000000E+1
8.824046920821E+2	2.800000000000E+1
8.826001955034E+2	2.700000000000E+1
8.827956989247E+2	2.400000000000E+1
8.829912023460E+2	2.300000000000E+1
8.831867057674E+2	2.700000000000E+1
8.833822091887E+2	2.500000000000E+1
8.835777126100E+2	2.100000000000E+1
8.837732160313E+2	2.100000000000E+1
8.839687194526E+2	1.700000000000E+1
8.841642228739E+2	2.200000000000E+1
8.843597262952E+2	2.200000000000E+1
8.845552297165E+2	2.000000000000E+1
8.847507331378E+2	2.100000000000E+1
8.849462365591E+2	2.000000000000E+1
8.851417399804E+2	1.600000000000E+1
8.853372434018E+2	1.600000000000E+1
8.855327468231E+2	2.000000000000E+1
8.857282502444E+2	1.600000000000E+1
8.859237536657E+2	1.500000000000E+1
8.861192570870E+2	1.500000000000E+1
8.863147605083E+2	1.100000000000E+1
8.865102639296E+2	1.600000000000E+1
8.867057673509E+2	1.200000000000E+1
8.869012707722E+2	1.400000000000E+1
8.870967741935E+2	1.600000000000E+1
8.872922776149E+2	1.600000000000E+1
8.874877810362E+2	1.600000000000E+1
8.876832844575E+2	1.100000000000E+1
8.878787878788E+2	1.500000000000E+1
8.880742913001E+2	1.200000000000E+1
8.882697947214E+2	1.300000000000E+1
8.884652981427E+2	1.400000000000E+1
8.886608015640E+2	1.100000000000E+1
8.888563049853E+2	1.200000000000E+1
8.890518084066E+2	1.200000000000E+1
8.892473118280E+2	1.000000000000E+1
8.894428152493E+2	1.600000000000E+1
8.896383186706E+2	1.300000000000E+1
8.898338220919E+2	9.000000000000E+0
8.900293255132E+2	1.200000000000E+1
8.902248289345E+2	8.000000000000E+0
8.904203323558E+2	1.400000000000E+1
8.906158357771E+2	9.000000000000E+0
8.908113391984E+2	1.200000000000E+1
8.910068426197E+2	1.200000000000E+1
8.912023460411E+2	1.100000000000E+1
8.913978494624E+2	1.100000000000E+1
8.915933528837E+2	1.300000000000E+1
8.917888563050E+2	1.100000000000E+1
8.919843597263E+2	1.000000000000E+1
8.921798631476E+2	1.300000000000E+1
8.923753665689E+2	1.000000000000E+1
8.925708699902E+2	9.000000000000E+0
8.927663734115E+2	6.000000000000E+0
8.929618768328E+2	1.200000000000E+1
8.931573802542E+2	1.200000000000E+1
8.933528836755E+2	1.000000000000E+1
8.935483870968E+2	1.100000000000E+1
8.937438905181E+2	1.000000000000E+1
8.939393939394E+2	1.200000000000E+1
8.941348973607E+2	6.000000000000E+0
8.943304007820E+2	1.000000000000E+1
8.945259042033E+2	1.100000000000E+1
8.947214076246E+2	1.400000000000E+1
8.949169110459E+2	1.200000000000E+1
8.951124144673E+2	1.000000000000E+1
8.953079178886E+2	1.000000000000E+1
8.955034213099E+2	8.000000000000E+0
8.956989247312E+2	8.000000000000E+0
8.958944281525E+2	9.000000000000E+0
8.960899315738E+2	8.000000000000E+0
8.962854349951E+2	1.300000000000E+1
8.964809384164E+2	9.000000000000E+0
8.966764418377E+2	9.000000000000E+0
8.968719452590E+2	1.100000000000E+1
8.970674486804E+2	1.300000000000E+1
8.972629521017E+2	1.600000000000E+1
8.974584555230E+2	1.000000000000E+1
8.976539589443E+2	1.300000000000E+1
8.978494623656E+2	1.000000000000E+1
8.980449657869E+2	7.000000000000E+0
8.982404692082E+2	1.400000000000E+1
8.984359726295E+2	8.000000000000E+0
8.986314760508E+2	1.200000000000E+1
8.988269794721E+2	1.100000000000E+1
8.990224828935E+2	1.200000000000E+1
8.992179863148E+2	1.000000000000E+1
8.994134897361E+2	1.200000000000E+1
8.996089931574E+2	1.200000000000E+1
8.998044965787E+2	1.100000000000E+1
9.000000000000E+2	1.000000000000E+1
